11,2
0,2
2,11
11,2
14,11
6,2
14,2
14,14
14,14
2,2
0,2
2,2
6,2
2,2
11,11
0,11
11,14
11,11
14,2
2,2
14,15
10,14
2,2
2,2
2,15
2,2
2,2
6,15
0,2
11,2
10,2
2,11
10,2
14,2
14,2
11,11
10,2
14,15
2,2
6,6
10,2
11,2
8,2
11,11
11,14
6,11
2,2
2,2
11,2
14,14
14,15
14,2
6,2
14,15
2,2
11,2
0,2
11,11
6,2
2,2
2,2
0,15
2,15
14,14
0,11
0,2
2,2
2,15
2,15
11,15
2,2
14,14
14,2
11,15
2,14
11,2
2,11
11,2
2,11
11,11
6,2
14,2
14,2
2,2
11,14
14,14
14,15
2,2
14,15
14,15
11,2
0,2
2,2
6,11
11,2
11,2
1,2
14,14
10,11
6,15
2,2
6,14
6,2
14,15
11,14
11,2
6,14
10,2
14,14
6,2
14,11
14,14
2,2
14,14
6,11
14,2
2,6
14,14
11,2
6,14
14,2
14,6
14,14
14,11
14,14
6,14
14,14
14,14
2,11
6,15
10,2
11,11
15,2
2,2
11,11
14,14
6,15
0,2
2,11
6,2
2,2
2,11
6,2
10,2
14,11
6,2
10,2
2,2
2,2
11,2
2,2
14,15
2,15
14,14
14,14
11,15
11,15
14,2
14,2
10,15
6,15
10,2
6,2
11,2
11,2
14,6
6,2
10,14
14,2
2,15
11,15
11,15
2,2
2,15
11,2
2,2
10,2
2,2
14,11
14,14
6,2
2,2
4,2
10,2
15,2
15,2
15,11
15,14
6,11
6,2
10,2
14,2
14,2
14,6
10,2
11,2
2,2
6,11
10,2
12,2
2,11
6,6
2,2
11,14
2,11
10,2
14,2
14,2
14,14
6,2
10,14
0,14
2,2
2,2
11,2
11,2
14,15
6,14
6,11
2,11
6,14
14,2
1,14
11,11
1,2
0,2
11,11
6,11
11,2
11,2
2,14
10,14
2,11
14,11
14,2
11,11
14,11
14,14
11,15
6,11
14,2
11,2
2,14
6,2
2,2
6,11
2,2
2,11
10,15
11,15
6,2
11,15
14,2
11,2
14,2
2,2
6,2
2,2
12,2
6,11
14,14
11,2
11,14
11,2
2,11
14,15
0,15
6,11
11,2
2,15
2,11
14,2
11,2
11,2
10,14
2,15
14,15
14,15
11,2
10,2
1,2
2,2
10,2
14,11
0,14
6,2
11,2
14,14
11,2
8,14
14,11
11,11
2,2
11,15
14,2
11,14
11,11
6,14
6,2
2,2
6,2
2,2
10,14
11,11
6,11
0,15
0,15
14,14
11,2
6,2
2,2
2,15
11,11
14,2
11,11
11,11
10,2
2,2
14,14
11,15
2,15
14,11
10,14
14,2
14,15
6,2
11,14
2,2
14,2
14,15
6,15
2,2
1,14
6,2
2,2
2,15
14,2
10,11
10,14
11,15
11,2
11,2
2,2
14,2
14,2
11,11
6,11
2,15
2,15
4,2
2,15
2,2
10,2
11,2
2,2
10,2
6,2
2,14
14,11
6,2
14,2
2,11
11,2
11,2
11,2
2,11
11,11
6,14
14,14
11,2
11,11
6,2
14,14
14,15
2,15
14,15
6,2
2,2
2,14
0,2
1,15
2,2
6,15
2,15
14,2
6,2
2,2
14,14
10,6
1,2
0,11
0,14
2,2
14,2
6,2
11,11
11,6
14,14
14,15
6,11
14,14
14,14
6,2
11,14
0,14
14,2
2,2
2,2
2,2
11,2
2,14
11,14
10,15
14,2
2,2
11,2
6,2
10,14
2,15
10,15
0,15
6,2
10,15
6,14
8,15
11,2
6,2
6,2
6,2
11,14
6,15
6,11
10,2
14,14
14,14
2,2
1,2
6,14
14,2
14,14
6,2
14,15
2,2
2,6
0,15
8,11
6,2
14,11
11,2
2,2
11,15
10,2
11,2
14,2
14,14
10,2
11,2
10,2
2,2
10,2
11,15
2,11
8,15
0,2
14,11
0,14
14,15
0,15
10,2
2,2
2,2
0,15
11,15
2,15
14,15
2,14
11,15
11,15
6,2
10,2
2,11
2,14
2,2
0,2
10,2
2,2
2,2
2,15
6,14
14,14
11,11
14,14
6,2
14,2
6,14
6,14
2,2
0,2
11,11
6,14
2,14
10,11
6,2
10,15
2,2
11,2
14,15
6,2
11,2
11,2
2,2
6,2
2,2
14,14
14,6
